"FIPS","SVIth1","SVIth2","SVIth3","SVIth4","SVIS"
41015,0.5369,0.4807,0.3894,0.4776,0.4879
41019,0.6382,0.7364,0.3664,0.8682,0.7277
41025,0.6621,0.8459,0.3543,0.7103,0.7108
41027,0.3274,0.0653,0.9163,0.9169,0.5455
41031,0.8296,0.8526,0.8389,0.7889,0.9118
41039,0.5357,0.3053,0.5931,0.8956,0.649
41041,0.4939,0.5584,0.4817,0.6482,0.5522
41057,0.4025,0.6934,0.6377,0.8612,0.6586
41063,0.292,0.7278,0.3591,0.8096,0.5032
41067,0.1576,0.0802,0.8666,0.5657,0.3194
42011,0.4755,0.4339,0.8395,0.623,0.6162
42021,0.5124,0.6224,0.1684,0.667,0.4892
42023,0.3369,0.6679,0.0382,0.475,0.3006
42043,0.2939,0.3381,0.8134,0.6562,0.4975
42049,0.4548,0.5613,0.6024,0.7848,0.6194
42059,0.4325,0.3301,0.1484,0.8325,0.435
42061,0.5408,0.3699,0.2923,0.6657,0.4908
42069,0.3602,0.5011,0.6565,0.652,0.5252
42071,0.2975,0.2015,0.7055,0.7485,0.4573
42079,0.4847,0.56,0.7058,0.6342,0.6089
42087,0.492,0.7787,0.191,0.5097,0.4723
42091,0.0446,0.0554,0.731,0.404,0.1653
42093,0.1146,0.391,0.3384,0.7778,0.3111
42097,0.4694,0.5664,0.2544,0.7313,0.5006
42113,0.4908,0.3973,0.2499,0.3779,0.3576
42119,0.3869,0.0357,0.4559,0.8535,0.3605
44003,0.1538,0.1261,0.5008,0.2311,0.1519
45017,0.6729,0.3617,0.56,0.4241,0.5627
45019,0.2318,0.0385,0.745,0.7122,0.3156
45021,0.8229,0.4059,0.5842,0.4725,0.6978
45037,0.6825,0.5578,0.8739,0.9013,0.8484
45039,0.8666,0.3957,0.6899,0.4581,0.7484
45041,0.7551,0.8297,0.71,0.9344,0.8987
45043,0.6331,0.6689,0.696,0.4982,0.6771
45047,0.8315,0.879,0.8329,0.8787,0.9344
45051,0.536,0.5406,0.6864,0.5734,0.6102
45059,0.8809,0.8338,0.6648,0.8704,0.9172
45071,0.8092,0.7609,0.8456,0.9236,0.9232
46003,0.1506,0.7198,0.6406,0.1703,0.2726
46009,0.3414,0.0888,0.3493,0.418,0.2382
46013,0.0997,0.3123,0.5317,0.758,0.3287
46021,0.0478,0.1452,0.0019,0.028,0.0064
46023,0.7557,0.7561,0.3773,0.6918,0.7389
46033,0.1554,0.2101,0.455,0.4489,0.228
46035,0.2019,0.2939,0.1242,0.6453,0.2338
46037,0.3475,0.4839,0.2012,0.0984,0.185
46047,0.2255,0.4218,0.5228,0.7517,0.4172
46057,0.1121,0.2521,0.4639,0.2273,0.1586
46061,0.1322,0.1509,0.0191,0,0.0013
46065,0.0866,0.148,0.5692,0.9838,0.4061
46069,0.1621,0.1003,0.3365,0.1659,0.0943
46073,0.0815,0.1777,0.1455,0.1407,0.0506
46075,0.2054,0.0408,0.0025,0.0131,0.0051
46087,0.2885,0.4117,0.368,0.1882,0.2229
46091,0.0596,0.7275,0.6269,0.1433,0.2131
46099,0.1414,0.2977,0.6683,0.6765,0.3589
46103,0.1844,0.5521,0.4269,0.8118,0.4162
46127,0.0232,0.2053,0.2232,0.0704,0.0274
46135,0.1838,0.4629,0.3563,0.6151,0.3159
47005,0.8844,0.7724,0.1633,0.51,0.7029
47017,0.7908,0.8233,0.2607,0.6979,0.7443
47023,0.8242,0.4753,0.3254,0.4973,0.6436
47045,0.7624,0.9608,0.4648,0.3951,0.7596
47059,0.7309,0.673,0.1595,0.4282,0.5446
47073,0.7713,0.8959,0.1783,0.6167,0.708
47085,0.7334,0.3824,0.1277,0.1843,0.3688
47093,0.3137,0.0713,0.6008,0.5244,0.3035
47105,0.4048,0.2821,0.6348,0.3407,0.3863
47109,0.9296,0.781,0.2706,0.347,0.7172
47123,0.8946,0.5938,0.2856,0.3416,0.6478
47125,0.4618,0.6835,0.6947,0.3174,0.5172
47153,0.7175,0.7806,0.2311,0.3916,0.572
47169,0.8127,0.22,0.4177,0.2862,0.522
47187,0.0064,0.071,0.5002,0.0462,0.021
48007,0.6248,0.6654,0.8166,0.8169,0.8019
48035,0.5029,0.8173,0.7514,0.3852,0.6175
48037,0.6354,0.6068,0.7475,0.9806,0.8529
48045,0.593,0.3696,0.9172,0.0614,0.4564
48071,0.3838,0.1942,0.859,0.3317,0.4108
48093,0.5166,0.8198,0.852,0.5848,0.7264
48121,0.0729,0.1184,0.8876,0.3114,0.221
48125,0.8478,0.8539,0.6781,0.7373,0.8796
48129,0.4245,0.3878,0.5161,0.5186,0.4525
48133,0.7086,0.5285,0.759,0.8322,0.8067
48147,0.5032,0.2257,0.7268,0.7281,0.5758
48161,0.692,0.8217,0.8465,0.7294,0.843
48167,0.3803,0.3543,0.8991,0.6788,0.585
48185,0.7162,0.4562,0.894,0.9147,0.8602
48199,0.321,0.4276,0.2748,0.277,0.2532
48209,0.3818,0.0449,0.9134,0.7845,0.4924
48213,0.6392,0.6606,0.724,0.618,0.7201
48217,0.735,0.8612,0.8192,0.7676,0.8707
48231,0.6436,0.5412,0.7736,0.9545,0.8341
48237,0.5309,0.2751,0.7956,0.7892,0.6538
48239,0.486,0.5244,0.8965,0.6418,0.6774
48257,0.5363,0.4082,0.8523,0.3715,0.5691
48265,0.3678,0.8733,0.7997,0.7319,0.6959
48269,0.4296,0.1827,0.7326,0.0118,0.1955
48285,0.2869,0.9618,0.7561,0.7424,0.6879
48287,0.4487,0.6861,0.8583,0.6488,0.6752
48289,0.5908,0.7469,0.8017,0.2655,0.6156
48293,0.8892,0.766,0.914,0.9099,0.9532
48295,0.5067,0.5444,0.8758,0.0965,0.4605
48303,0.5318,0.4581,0.8574,0.8555,0.7497
48331,0.5697,0.8746,0.8252,0.5829,0.7627
48349,0.8471,0.9366,0.9312,0.8822,0.9662
48351,0.8634,0.8055,0.4387,0.3289,0.7207
48353,0.7035,0.7708,0.8956,0.8848,0.8866
48365,0.5481,0.7851,0.7052,0.6125,0.6952
48379,0.4669,0.5444,0.4394,0.2964,0.4016
48393,0.1404,0.9433,0.2496,0.0022,0.0911
48397,0.0704,0.0818,0.78,0.1105,0.1124
48401,0.6462,0.5657,0.8666,0.7803,0.7965
48417,0.7217,0.7631,0.6323,0.3559,0.685
48423,0.607,0.3897,0.9096,0.7252,0.7462
48429,0.8411,0.9121,0.7552,0.6285,0.885
48433,0.257,0.6925,0.3613,0.3629,0.3236
48447,0.4885,0.6953,0.3636,0.0337,0.2678
48451,0.3939,0.3368,0.879,0.8851,0.6643
48485,0.6494,0.5788,0.8061,0.8883,0.8166
48493,0.3876,0.1786,0.8908,0.3875,0.4436
48497,0.4325,0.6587,0.7717,0.4903,0.5768
48499,0.5487,0.8128,0.6339,0.4454,0.6322
49003,0.2621,0.1573,0.5419,0.0958,0.1592
49005,0.3513,0.0669,0.6511,0.4686,0.3201
49007,0.5296,0.6472,0.4747,0.5619,0.5615
49011,0.0459,0.1019,0.5323,0.1379,0.0796
49013,0.5841,0.2671,0.5664,0.3808,0.4822
49015,0.343,0.4686,0.3486,0.1999,0.2627
49019,0.3497,0.2697,0.7354,0.7561,0.5213
49021,0.5748,0.1509,0.5559,0.4438,0.4525
49027,0.3207,0.2486,0.7249,0.3442,0.3554
49029,0.0162,0.0544,0.1827,3e-04,3e-04
49033,0.3252,0.3314,0.3145,0.1474,0.1971
49041,0.5255,0.376,0.4804,0.1251,0.3261
49043,0.0016,0.0567,0.6826,0.1235,0.05
49045,0.3605,0.3219,0.6145,0.2006,0.3143
49047,0.5659,0.1897,0.5606,0.5043,0.4838
49051,0.0105,0.0573,0.6055,0.1646,0.0643
49057,0.3134,0.3652,0.7631,0.4298,0.4271
50001,0.0917,0.0942,0.2572,0.3295,0.0965
50007,0.0943,0.0169,0.54,0.7918,0.1831
50009,0.5341,0.5801,0.2101,0.0207,0.2067
50021,0.1602,0.1668,0.0933,0.9443,0.2787
51001,0.6615,0.4957,0.9,0.7682,0.8025
51003,0.0691,0.0318,0.7154,0.518,0.1732
51036,0.4344,0.1904,0.5068,0.1079,0.2366
51037,0.8137,0.8631,0.3849,0.3524,0.7057
51087,0.1882,0.1913,0.8879,0.1945,0.2573
51091,0.2369,0.369,0.001,0.056,0.065
51103,0.1411,0.2722,0.5167,0.1512,0.1583
51115,0.1051,0.1824,0.2098,0.0143,0.0207
51117,0.6755,0.8688,0.5263,0.7265,0.7768
51119,0.2866,0.2031,0.2827,0.3037,0.2025
51125,0.2825,0.3429,0.4123,0.4066,0.3
51131,0.5529,0.5632,0.85,0.5514,0.6764
51133,0.349,0.2792,0.3337,0.021,0.1213
51145,0.0567,0.0191,0.2907,0.0334,0.0057
51147,0.765,0.0548,0.8427,0.8606,0.7296
51149,0.3806,0.0882,0.5944,0.4136,0.3175
51157,0.1519,0.2117,0.3528,0.0019,0.0213
51159,0.5299,0.0509,0.8201,0.9341,0.6143
51161,0.0669,0.1503,0.524,0.2416,0.1312
51163,0.4363,0.1375,0.2222,0.079,0.1433
51169,0.7825,0.4696,0.1691,0.8262,0.6758
51173,0.7567,0.8465,0.1751,0.83,0.7548
51179,0.0277,0.2534,0.8173,0.1296,0.1541
51185,0.7796,0.4183,0.1385,0.6845,0.5936
51570,0.508,0.9245,0.7335,0.1802,0.5685
51610,0.0089,0.1102,0.6581,0.3464,0.1389
51670,0.8755,0.972,0.8644,0.6523,0.9408
51790,0.2898,0.4677,0.603,0.6081,0.4449
53005,0.3038,0.5371,0.8437,0.5212,0.514
53007,0.442,0.4744,0.8825,0.7641,0.678
53009,0.4478,0.6546,0.5861,0.7552,0.6146
53031,0.2618,0.2585,0.3572,0.3607,0.2414
53039,0.557,0.3913,0.7437,0.4639,0.5723
53043,0.2914,0.687,0.2792,0.0863,0.1984
53053,0.2634,0.2894,0.8223,0.7046,0.4873
53055,0.0404,0.093,0.4454,0.2343,0.0863
53061,0.1045,0.0799,0.8367,0.5527,0.2755
53063,0.301,0.3553,0.5715,0.7896,0.4825
53071,0.4382,0.2232,0.8411,0.9484,0.6831
53073,0.3672,0.049,0.694,0.8781,0.4541
54001,0.8369,0.3734,0.1643,0.7405,0.6513
54007,0.9264,0.4062,0.0271,0.7058,0.6646
54011,0.6567,0.4791,0.2722,0.808,0.6245
54017,0.6506,0.226,0.0901,0.4177,0.3608
54019,0.8525,0.7934,0.177,0.7584,0.764
54027,0.7516,0.7389,0.0812,0.7182,0.6433
54039,0.5446,0.7144,0.2993,0.6648,0.5656
54061,0.4831,0.0064,0.334,0.992,0.4111
54063,0.7662,0.7348,0.1474,0.1617,0.4662
54069,0.2666,0.29,0.1843,0.7482,0.3108
54071,0.6303,0.5463,0.0793,0.2512,0.358
54077,0.7232,0.2248,0.432,0.5976,0.5732
54081,0.7373,0.8427,0.4142,0.7074,0.7685
54093,0.5933,0.5438,0.0073,0.411,0.3672
55001,0.6287,0.4454,0.3855,0.6275,0.5685
55007,0.1873,0.2996,0.2964,0.0732,0.099
55013,0.2924,0.7176,0.2216,0.0458,0.1672
55019,0.4799,0.2681,0.5221,0.7705,0.535
55025,0.0611,0.0181,0.6699,0.6546,0.1688
55029,0.0525,0.185,0.2528,0.1302,0.0557
55033,0.2207,0.0372,0.3085,0.6536,0.1847
55037,0.2401,0.3929,0.0073,0.2935,0.1452
55051,0.4137,0.6899,0.049,0.5256,0.3602
55059,0.4089,0.3346,0.6969,0.6135,0.5111
55063,0.1691,0.0325,0.5301,0.6628,0.2089
55085,0.0561,0.1238,0.0675,0.0681,0.014
55099,0.2051,0.2904,0.0885,0.354,0.1602
55113,0.4102,0.752,0.3696,0.3569,0.4268
55125,0.3494,0.432,0.2553,0.0283,0.1395
55129,0.2561,0.3502,0.1665,0.0751,0.108
55133,0.0045,0.0503,0.4164,0.1028,0.0194
55139,0.1217,0.0659,0.467,0.4304,0.1608
56001,0.3984,0.001,0.5011,0.8192,0.2494
56005,0.1748,0.2439,0.5365,0.7007,0.3315
56017,0.1306,0.2276,0.1433,0.3247,0.1229
56023,0.1315,0.2951,0.2257,0.093,0.0809
56027,0.4662,0.2038,0.2779,0.4833,0.336
56037,0.2576,0.4193,0.6718,0.412,0.3701
56041,0.3583,0.4486,0.439,0.6657,0.4522
1007,0.7694,0.1203,0.4323,0.7189,0.6003
1037,0.693,0.3836,0.5314,0.2913,0.5261
1053,0.9557,0.6819,0.6027,0.5839,0.8557
1101,0.6984,0.7641,0.8656,0.7463,0.8427
1107,0.9156,0.638,0.8446,0.8163,0.9207
1127,0.8685,0.7813,0.3862,0.4492,0.7452
1129,0.8777,0.767,0.5708,0.2566,0.7303
2020,0.1325,0.2557,0.8634,0.8176,0.4602
2100,0.0484,0.1977,0.5724,0.482,0.207
2130,0.2452,0.3524,0.7459,0.9242,0.5548
4005,0.6373,0.0366,0.8749,0.9713,0.7131
4011,0.5178,0.5989,0.915,0.3537,0.6188
5001,0.7459,0.9745,0.3715,0.5368,0.7787
5013,0.6761,0.7036,0.312,0.3747,0.5481
5021,0.8029,0.9876,0.0544,0.2935,0.6529
5027,0.8978,0.7316,0.723,0.9538,0.9398
5119,0.3889,0.688,0.8481,0.631,0.6287
5129,0.6666,0.5903,0.2057,0.2623,0.4376
5135,0.764,0.9475,0.1057,0.3365,0.6191
5141,0.7892,0.8615,0.1086,0.7342,0.7226
5149,0.7494,0.9742,0.8332,0.5521,0.8783
6005,0.3901,0.3754,0.6192,0.751,0.5334
6015,0.8787,0.6765,0.8017,0.9968,0.9713
6051,0.1777,0.0045,0.8762,0.29,0.1408
6055,0.2576,0.0961,0.9491,0.8249,0.5051
6087,0.4277,0.0274,0.9325,0.9035,0.543
6097,0.2554,0.0853,0.8981,0.6472,0.4035
6103,0.8506,0.9761,0.8469,0.8456,0.9624
6111,0.3439,0.1162,0.9628,0.5508,0.4828
8033,0.2809,0.7727,0.127,0.0446,0.1516
8037,0.0662,0.0156,0.8886,0.326,0.1369
8045,0.2131,0.0879,0.8685,0.5915,0.351
8053,0.1303,0.4527,0.1404,0.0395,0.0624
8055,0.393,0.6523,0.7147,0.6864,0.5955
8073,0.4567,0.0793,0.8548,0.5836,0.4857
8087,0.5057,0.6552,0.9306,0.681,0.7414
8109,0.8013,0.4056,0.9153,0.5702,0.807
8111,0.0252,0.0923,0.4285,0.4645,0.1283
8117,0.0653,3e-04,0.7526,0.3684,0.0707
8125,0.3796,0.5715,0.8437,0.5285,0.5637
9001,0.2694,0.1025,0.9077,0.7061,0.4497
9009,0.3357,0.1286,0.8676,0.801,0.5223
12003,0.6102,0.787,0.4903,0.6597,0.6803
12007,0.8468,0.7628,0.5132,0.9927,0.9264
12023,0.7589,0.5934,0.5536,0.9726,0.8596
12055,0.8213,0.5489,0.8618,0.8001,0.8729
12057,0.45,0.2458,0.9459,0.8099,0.6701
12061,0.3844,0.2525,0.7523,0.3403,0.3962
12065,0.6137,0.341,0.6412,0.4979,0.5748
12081,0.3443,0.3072,0.8195,0.6511,0.5197
12085,0.2108,0.2012,0.7689,0.6912,0.399
12087,0.1048,0.0646,0.8717,0.9777,0.4557
12099,0.3723,0.2445,0.9379,0.6485,0.5592
12115,0.114,0.2104,0.6788,0.4269,0.2538
12129,0.4688,0.2515,0.3445,0.5833,0.4032
13007,0.729,0.5782,0.6759,0.6068,0.7424
13011,0.714,0.4658,0.6081,0.2474,0.5586
13023,0.8194,0.4518,0.5486,0.6125,0.7395
13029,0.399,0.602,0.6603,0.0939,0.3389
13031,0.8707,0.1401,0.5457,0.9583,0.8121
13053,0.6341,0.0952,0.6479,0.8889,0.6379
13075,0.8357,0.8918,0.7217,0.5158,0.851
13079,0.8796,0.4473,0.3056,0.5431,0.6815
13111,0.5322,0.5244,0.2977,0.1019,0.3003
13119,0.8118,0.8491,0.6227,0.688,0.8462
13129,0.7561,0.8793,0.815,0.7545,0.8806
13139,0.5045,0.3594,0.9236,0.6527,0.6618
13191,0.7073,0.8558,0.4728,0.2085,0.5863
13199,0.857,0.9147,0.454,0.7794,0.8701
13209,0.8443,0.2327,0.8551,0.8532,0.8465
13213,0.8662,0.4339,0.7281,0.305,0.7134
13217,0.7379,0.795,0.7514,0.2792,0.707
13229,0.7771,0.9328,0.5145,0.156,0.657
13247,0.6006,0.4814,0.9185,0.1627,0.5529
13251,0.8166,0.5514,0.6329,0.8959,0.8525
13253,0.7611,0.7997,0.6291,0.7791,0.8344
13263,0.8783,0.6823,0.6399,0.7453,0.8589
13277,0.6981,0.7549,0.7459,0.9561,0.8809
13283,0.801,0.9217,0.8262,0.9401,0.9471
13319,0.8596,0.6024,0.6192,0.532,0.7873
13321,0.8003,0.9312,0.5536,0.2407,0.7357
15001,0.4029,0.3677,0.9389,0.5466,0.5771
15007,0.1229,0.1366,0.9503,0.397,0.3099
16031,0.5745,0.595,0.8714,0.4658,0.6732
16035,0.5242,0.468,0.1309,0.6409,0.4401
16037,0.5685,0.5562,0.455,0.226,0.4369
16049,0.5146,0.5928,0.4276,0.5966,0.5392
16057,0.4414,0.0083,0.2445,0.8179,0.2484
16067,0.6752,0.7924,0.9188,0.1761,0.6783
16075,0.5611,0.7268,0.7596,0.3196,0.601
16077,0.5127,0.4358,0.8984,0.22,0.5162
17069,0.792,0.4129,0.0449,0.4553,0.5019
17097,0.1815,0.1363,0.8949,0.5365,0.3513
17109,0.6532,0.0443,0.3664,0.8953,0.5166
17143,0.4959,0.4906,0.7287,0.6444,0.6131
17165,0.8191,0.9621,0.3687,0.7934,0.8637
17201,0.6115,0.7119,0.7982,0.554,0.7204
18097,0.6793,0.5702,0.908,0.6839,0.7971
18157,0.4815,0.0376,0.7106,0.8424,0.493
19047,0.6796,0.6695,0.9016,0.8583,0.8551
19049,0.0038,0.0684,0.6036,0.1595,0.0596
19169,0.3506,6e-04,0.5979,0.6823,0.2124
20019,0.6914,0.9039,0.2385,0.7313,0.7188
20049,0.6548,0.7373,0.1321,0.1681,0.3895
20061,0.4545,0.4877,0.8297,0.7408,0.6576
20069,0.3156,0.1258,0.7396,0.2305,0.2736
20093,0.7025,0.2579,0.8071,0.0828,0.4656
20161,0.4503,0.0067,0.6539,0.9532,0.4373
20189,0.6726,0.2143,0.9258,0.5081,0.6739
21015,0.0783,0.3145,0.5616,0.0977,0.1277
21053,0.9312,0.8475,0.0382,0.7125,0.778
21069,0.807,0.9446,0.3238,0.4989,0.771
21087,0.6949,0.723,0.2381,0.3238,0.5226
21201,0.7755,0.262,0.0032,0.2744,0.3538
21217,0.7857,0.9522,0.1917,0.5132,0.721
21223,0.7803,0.8411,0.3015,0.56,0.7143
22001,0.9159,0.8988,0.6466,0.759,0.9182
22003,0.9089,0.5864,0.7599,0.9296,0.9261
22007,0.7854,0.859,0.6819,0.3935,0.779
22033,0.4841,0.3537,0.8727,0.7593,0.6653
22037,0.8096,0.2808,0.6043,0.9287,0.8185
22047,0.7987,0.724,0.5791,0.9564,0.886
22051,0.5054,0.3992,0.9296,0.461,0.6121
22059,0.7732,0.7663,0.5266,0.6039,0.7634
22075,0.5624,0.6001,0.8141,0.6504,0.7061
22077,0.771,0.9548,0.6387,0.6024,0.8475
22085,0.8354,0.8405,0.4804,0.7176,0.8315
22095,0.7022,0.6692,0.8042,0.4916,0.7468
22119,0.8424,0.8574,0.4218,0.9134,0.879
22127,0.7917,0.7829,0.4448,0.6651,0.7755
23021,0.6838,0.8535,0.0618,0.297,0.4898
24001,0.6803,0.4015,0.3448,0.752,0.621
24019,0.5726,0.9058,0.7861,0.5228,0.7506
24047,0.1955,0.2611,0.4648,0.5193,0.2803
25017,0.051,0.0137,0.8341,0.8195,0.2264
26001,0.6624,0.4639,0.0812,0.0551,0.2557
26033,0.7287,0.4171,0.5435,0.7727,0.7245
26035,0.8869,0.7345,0.2614,0.674,0.772
26049,0.6707,0.8204,0.4897,0.4585,0.6624
26069,0.6573,0.6797,0.135,0.2977,0.4494
26095,0.6748,0.3002,0.4037,0.5075,0.5338
26129,0.7729,0.7679,0.1111,0.5632,0.6258
26153,0.7573,0.7685,0.2076,0.2833,0.5452
27031,0.0949,0.1955,0.2442,0.6969,0.2029
27053,0.1,0.0388,0.8418,0.822,0.3092
27087,0.8111,0.9503,0.4928,0.7679,0.8717
27103,0.0904,0.1783,0.5138,0.6527,0.2513
28005,0.9318,0.8739,0.4951,0.3926,0.8191
28009,0.9573,0.3833,0.6638,0.1203,0.6605
28015,0.8,0.3881,0.4072,0.4906,0.6303
28023,0.8589,0.9631,0.3744,0.1156,0.6669
28039,0.8131,0.4811,0.44,0.3298,0.6137
28043,0.8838,0.9628,0.5103,0.6008,0.8771
28071,0.6634,0.0213,0.5769,0.8214,0.5096
28087,0.8019,0.5852,0.6839,0.6562,0.7975
28091,0.9331,0.8742,0.5355,0.9179,0.935
28107,0.9019,0.8809,0.7937,0.5489,0.8933
28111,0.8236,0.8781,0.2846,0.4196,0.7086
28117,0.9166,0.7479,0.3629,0.8109,0.8513
28145,0.8032,0.9016,0.6374,0.5298,0.8277
28147,0.8822,0.9599,0.6068,0.4403,0.8611
29001,0.7255,0.0146,0.5836,0.6148,0.4548
29015,0.7691,0.553,0.107,0.5113,0.5513
29023,0.8965,0.9612,0.2041,0.5998,0.8172
29029,0.5373,0.389,0.2089,0.2945,0.3363
29063,0.507,0.0608,0.2677,0.8558,0.4054
29149,0.7401,0.9153,0.0592,0.171,0.4885
29185,0.6369,0.7931,0.0471,0.4747,0.4987
29197,0.6213,0.8348,0.0261,0.212,0.3831
29199,0.6885,0.5457,0.0226,0.7004,0.5303
29229,0.9248,0.9904,0.3114,0.6963,0.9006
30023,0.4424,0.5228,0.1369,0.8128,0.4717
30041,0.6688,0.8768,0.3754,0.6122,0.6984
30053,0.7602,0.4693,0.2499,0.1359,0.4194
30061,0.6522,0.9354,0.1178,0.4008,0.5621
30101,0.4045,0.1741,0.4664,0.8526,0.4768
31005,0.1268,0.4524,0.0369,0.0013,0.0083
31133,0.4057,0.2079,0.1716,0.3212,0.2318
31153,0.0121,0.2028,0.6001,0.1439,0.0971
32013,0.4172,0.426,0.8695,0.6084,0.5869
32017,0.5707,0.3486,0.3922,0.3327,0.4213
32029,0.0545,0.6441,0.3403,0.0197,0.0717
32031,0.3347,0.1598,0.8787,0.772,0.5271
34003,0.0752,0.0315,0.9287,0.5616,0.2395
35001,0.5204,0.3563,0.9436,0.659,0.6828
35015,0.4659,0.688,0.922,0.6297,0.7032
35017,0.7465,0.9468,0.8208,0.8994,0.9296
35021,0.5016,0.4588,0.4753,0.1837,0.3615
35035,0.849,0.5224,0.943,0.8618,0.914
35037,0.8481,0.9847,0.7867,0.1423,0.8096
35049,0.2611,0.3107,0.9513,0.6552,0.5255
35061,0.8554,0.8749,0.9411,0.5492,0.9041
36001,0.1745,0.0478,0.7564,0.7297,0.3041
36041,0.5589,0.4944,0.4024,0.2028,0.3898
36067,0.3532,0.2662,0.7128,0.7708,0.5207
37041,0.8283,0.8481,0.3929,0.7173,0.8118
37051,0.678,0.7943,0.8532,0.8567,0.864
37075,0.8529,0.4782,0.4202,0.3321,0.6338
37119,0.2952,0.191,0.9401,0.4616,0.4408
37131,0.8904,0.9261,0.7211,0.6294,0.9022
37133,0.5978,0.7106,0.6218,0.8017,0.7465
37147,0.7344,0.184,0.808,0.9647,0.8242
38105,0.0217,0.1245,0.5473,0.8309,0.251
39009,0.8121,0.0522,0.3429,0.9952,0.7325
39035,0.5541,0.5024,0.8354,0.6332,0.6809
39061,0.3755,0.3613,0.7319,0.6988,0.5369
39105,0.8436,0.822,0.0118,0.6772,0.6787
39121,0.5701,0.4139,0.1815,0.5072,0.4293
39145,0.8331,0.8561,0.1515,0.9436,0.8347
39163,0.9223,0.844,0.0318,0.5565,0.7229
40005,0.8057,0.8682,0.4537,0.6705,0.8076
40023,0.9293,0.9959,0.5218,0.8243,0.9602
40059,0.3987,0.2595,0.8316,0.0961,0.3185
40067,0.8847,0.9917,0.5692,0.3859,0.8745
40089,0.8452,0.9854,0.7042,0.6345,0.9137
40095,0.6127,0.9968,0.8564,0.4887,0.8545
40141,0.7895,0.9039,0.9112,0.5008,0.871
41011,0.6277,0.7759,0.3684,0.8914,0.743
41021,0.5159,0.7523,0.5027,0.32,0.5092
41023,0.5809,0.5992,0.2783,0.6463,0.5465
41033,0.6694,0.6574,0.3448,0.7068,0.6557
41047,0.5984,0.7157,0.886,0.9274,0.8535
41055,0.1959,0.5361,0.2372,0.0923,0.135
41059,0.8048,0.8628,0.8863,0.9901,0.9688
41069,0.7038,0.4826,0.2149,0.1726,0.3901
42003,0.1758,0.0742,0.5648,0.6074,0.2506
42045,0.1939,0.2165,0.7921,0.7272,0.4131
45001,0.8943,0.8395,0.5116,0.6835,0.8564
45013,0.2089,0.249,0.8128,0.6059,0.4006
45029,0.8484,0.7494,0.6902,0.4473,0.8
45081,0.7615,0.6173,0.9265,0.4368,0.7949
45085,0.8748,0.9335,0.7966,0.9624,0.9732
45087,0.8631,0.9417,0.4479,0.7205,0.8678
46011,0.2408,0.0051,0.4791,0.6106,0.1561
46049,0.1424,0.2837,0.0369,0.1827,0.0777
46083,0.0035,0.1474,0.3028,0.0646,0.0201
46089,0.6758,0.3887,0.0618,0.1305,0.2889
46107,0.0551,0.2544,0.0958,0.1611,0.0516
46109,0.5962,0.8953,0.6558,0.5059,0.7178
47013,0.8895,0.8895,0.0318,0.611,0.7338
47035,0.6468,0.8284,0.2932,0.3187,0.5373
47037,0.3535,0.0863,0.9233,0.8125,0.5363
47049,0.8984,0.6991,0.0318,0.4814,0.6373
47057,0.822,0.5234,0.354,0.3152,0.593
47075,0.8309,0.8752,0.7329,0.6498,0.8717
47083,0.7675,0.6804,0.1875,0.368,0.5551
47087,0.9038,0.5231,0.0544,0.4556,0.6
47121,0.7911,0.5263,0.2143,0.2299,0.4933
47171,0.851,0.9029,0.4078,0.5317,0.7981
47173,0.9217,0.4912,0.0665,0.6195,0.6672
47181,0.8866,0.4483,0.1837,0.879,0.7624
48001,0.6596,0.1089,0.8634,0.978,0.7946
48015,0.3675,0.3359,0.8991,0.4021,0.4936
48019,0.4713,0.6001,0.652,0.3448,0.5076
48021,0.564,0.313,0.9354,0.8032,0.7459
48027,0.5312,0.7408,0.8959,0.8405,0.8051
48033,0.0172,0.9494,0.148,0.0073,0.0621
48039,0.2465,0.1885,0.9322,0.7867,0.5134
48051,0.5248,0.4855,0.8402,0.4709,0.608
48063,0.7933,0.9274,0.9118,0.6291,0.9019
48073,0.7806,0.7128,0.9115,0.9217,0.9191
48075,0.8169,0.1229,0.8516,0.6737,0.75
48081,0.5194,0.7529,0.7641,0.4072,0.6204
48085,0.0309,0.1,0.9067,0.1713,0.1506
48089,0.3828,0.6447,0.9204,0.7428,0.6847
48099,0.7067,0.5966,0.7972,0.6734,0.7809
48123,0.6258,0.815,0.8472,0.7685,0.8229
48139,0.2592,0.2805,0.8968,0.3617,0.3924
48171,0.229,0.1987,0.8303,0.461,0.3573
48193,0.4417,0.8096,0.7135,0.5049,0.6083
48197,0.7366,0.7908,0.872,0.2359,0.728
48205,0.4226,0.0306,0.914,0.8927,0.5344
48227,0.7793,0.44,0.9529,0.9557,0.9153
48243,0.4073,0.2334,0.8844,0.1522,0.3611
48267,0.4997,0.9491,0.8157,0.148,0.5885
48275,0.7083,0.9787,0.9137,0.198,0.7962
48297,0.5653,0.3037,0.9252,0.6784,0.6917
48299,0.4366,0.4976,0.6301,0.3623,0.4666
48305,0.8344,0.9602,0.8873,0.4288,0.8908
48309,0.6318,0.5883,0.9179,0.8984,0.8436
48319,0.5264,0.5517,0.8386,0.0191,0.357
48321,0.8185,0.6966,0.9567,0.7666,0.9067
48325,0.3994,0.4639,0.8978,0.8004,0.6697
48333,0.5583,0.9831,0.7816,0.4164,0.7688
